name,agg_master_class,master_class,detection_count,QSO,AGN,Seyfert_1,Seyfert_2,HMXB,LMXB,XB,YSO,TTau*,Orion_V*,ra,dec
2CXO J164129.4+400559,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.943±0.0,0.054±0.0,0.003±0.0,250.3728560838861,40.09994948830593
2CXO J164126.9-490050,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.005±0.0,0.0±0.0,0.0±0.0,0.994±0.0,0.0±0.0,0.001±0.0,250.36208492840345,-49.01411427594877
2CXO J164125.5-485940,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.555±0.0,0.0±0.0,0.0±0.0,0.039±0.0,0.009±0.0,0.397±0.0,250.35625389405595,-48.99445478650679
2CXO J164122.8-464529,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.999±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,250.34502968969767,-46.75809315563211
2CXO J164120.8-490037,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.455±0.0,0.169±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.375±0.0,250.3369568248895,-49.01035138127093
2CXO J164120.6-485951,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.587±0.0,0.02±0.0,0.39±0.0,250.33594370979347,-48.99753505533837
2CXO J164115.9-490112,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.01±0.0,0.0±0.0,0.0±0.0,0.668±0.0,0.01±0.0,0.312±0.0,250.3162865461834,-49.02018028153956
2CXO J164115.6-463225,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.999±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,250.3150200073203,-46.54053247898605
2CXO J164114.8-463133,XB,LMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.964±0.0,0.0±0.0,0.03±0.0,0.0±0.0,0.006±0.0,250.31198167357456,-46.525907374999264
2CXO J164051.7-485004,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.639±0.0,0.003±0.0,0.357±0.0,250.21574343279792,-48.83444742877384
2CXO J164113.6+464846,Seyfert,Seyfert_2,1,0.219±0.0,0.106±0.0,0.11±0.0,0.401±0.0,0.079±0.0,0.02±0.0,0.064±0.0,0.0±0.0,0.0±0.0,0.0±0.0,250.3067719835915,46.81302837263001
2CXO J164113.0-490021,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.014±0.0,0.001±0.0,0.0±0.0,0.599±0.0,0.0±0.0,0.386±0.0,250.30419616932704,-49.00588048275559
2CXO J164110.7-485822,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.383±0.0,0.006±0.0,0.61±0.0,250.2946965102448,-48.97281636377146
2CXO J164110.5+464910,AGN,QSO,1,0.964±0.0,0.003±0.0,0.033±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,250.29406429236545,46.81956946123767
2CXO J164101.9+464812,Seyfert,Seyfert_1,1,0.0±0.0,0.002±0.0,0.988±0.0,0.0±0.0,0.001±0.0,0.006±0.0,0.0±0.0,0.0±0.0,0.003±0.0,0.0±0.0,250.2579596954862,46.80338886889484
2CXO J164059.7-485956,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.027±0.0,0.181±0.0,0.0±0.0,0.455±0.0,0.022±0.0,0.314±0.0,250.2490218986813,-48.99898374049477
2CXO J164058.0+400328,AGN,QSO,1,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,250.24171471741303,40.057925914761874
2CXO J164055.4-490102,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.012±0.0,0.003±0.0,0.0±0.0,0.582±0.0,0.172±0.0,0.231±0.0,250.231161707179,-49.01729354230709
2CXO J204203.1+750432,XB,HMXB,1,0.001±0.0,0.035±0.0,0.009±0.0,0.001±0.0,0.486±0.0,0.315±0.0,0.143±0.0,0.01±0.0,0.0±0.0,0.0±0.0,310.51327584340765,75.07576810424136
2CXO J165312.4+022429,AGN,AGN,1,0.264±0.0,0.695±0.0,0.022±0.0,0.001±0.0,0.017±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,253.3018823730565,2.4082718646187504
2CXO J165316.2+023636,AGN,AGN,1,0.003±0.0,0.86±0.0,0.003±0.0,0.0±0.0,0.12±0.0,0.002±0.0,0.012±0.0,0.0±0.0,0.0±0.0,0.0±0.0,253.3177105230496,2.6100691409270875
2CXO J165316.5+021929,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.991±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.009±0.0,253.31891715288543,2.3249464634798302
2CXO J203434.1-524940,AGN,QSO,1,0.734±0.0,0.175±0.0,0.078±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.013±0.0,0.0±0.0,308.64209162740065,-52.82783525845321
2CXO J170222.9-483510,XB,LMXB,1,0.0±0.0,0.035±0.0,0.003±0.0,0.0±0.0,0.1±0.0,0.595±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.265±0.0,255.59561915200183,-48.58630028998094
2CXO J203423.8+411454,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.001±0.0,0.0±0.0,0.953±0.0,0.0±0.0,0.045±0.0,308.59925514144925,41.24858600282857
2CXO J170217.8-485751,AGN,AGN,1,0.0±0.0,0.933±0.0,0.027±0.0,0.0±0.0,0.002±0.0,0.03±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.007±0.0,255.5743866475813,-48.964380950193046
2CXO J170214.1+641554,AGN,QSO,1,0.557±0.0,0.401±0.0,0.036±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.001±0.0,0.002±0.0,255.55879136092608,64.26527456467626
2CXO J203424.9+600906,XB,HMXB,1,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.685±0.0,0.096±0.0,0.217±0.0,0.0±0.0,0.0±0.0,0.0±0.0,308.60411560586897,60.15169341340325
2CXO J203426.0+413128,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.014±0.0,0.001±0.0,0.985±0.0,308.60849873671566,41.52453507597186
2CXO J170208.0-300307,Seyfert,Seyfert_2,1,0.0±0.0,0.129±0.0,0.0±0.0,0.608±0.0,0.226±0.0,0.014±0.0,0.022±0.0,0.0±0.0,0.0±0.0,0.0±0.0,255.5334973276048,-30.05206811725895
2CXO J170207.2+340203,AGN,QSO,1,0.708±0.0,0.142±0.0,0.004±0.0,0.0±0.0,0.056±0.0,0.044±0.0,0.045±0.0,0.0±0.0,0.0±0.0,0.0±0.0,255.5302830617036,34.03423447718837
2CXO J170207.0+341338,AGN,AGN,1,0.0±0.0,0.51±0.0,0.0±0.0,0.49±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,255.5293177999796,34.227465903561054
2CXO J170204.8-294849,XB,HMXB,1,0.0±0.0,0.025±0.0,0.245±0.0,0.0±0.0,0.699±0.0,0.012±0.0,0.019±0.0,0.0±0.0,0.0±0.0,0.0±0.0,255.52009452056168,-29.81375838188677
2CXO J170147.8-301202,XB,LMXB,1,0.014±0.0,0.318±0.0,0.002±0.0,0.026±0.0,0.063±0.0,0.448±0.0,0.129±0.0,0.0±0.0,0.0±0.0,0.0±0.0,255.44932555395727,-30.20056384305768
2CXO J203427.1+600210,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.923±0.0,0.001±0.0,0.073±0.0,308.6132457361598,60.03628303470197
2CXO J170134.2+340339,AGN,QSO,1,0.588±0.0,0.351±0.0,0.038±0.0,0.0±0.0,0.01±0.0,0.012±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.0±0.0,255.3926724069379,34.06109319325188
2CXO J170114.4-300658,AGN,AGN,1,0.316±0.0,0.327±0.0,0.192±0.0,0.012±0.0,0.042±0.0,0.038±0.0,0.066±0.0,0.001±0.0,0.006±0.0,0.001±0.0,255.31029639235624,-30.11635323271748
2CXO J170113.4-300623,AGN,AGN,1,0.316±0.0,0.327±0.0,0.192±0.0,0.012±0.0,0.042±0.0,0.038±0.0,0.066±0.0,0.001±0.0,0.006±0.0,0.001±0.0,255.3060622972357,-30.106584875181312
2CXO J170113.3-300657,AGN,AGN,1,0.316±0.0,0.327±0.0,0.192±0.0,0.012±0.0,0.042±0.0,0.038±0.0,0.066±0.0,0.001±0.0,0.006±0.0,0.001±0.0,255.30559455546745,-30.11607923822944
2CXO J170113.3-300643,AGN,AGN,1,0.316±0.0,0.327±0.0,0.192±0.0,0.012±0.0,0.042±0.0,0.038±0.0,0.066±0.0,0.001±0.0,0.006±0.0,0.001±0.0,255.3056802322432,-30.11198387436372
2CXO J203428.4+413110,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.014±0.0,0.001±0.0,0.985±0.0,308.6183498516423,41.51958028548256
2CXO J170112.7-300702,AGN,AGN,1,0.316±0.0,0.327±0.0,0.192±0.0,0.012±0.0,0.042±0.0,0.038±0.0,0.066±0.0,0.001±0.0,0.006±0.0,0.001±0.0,255.30330761635787,-30.11739255251471
2CXO J170112.5-300641,AGN,AGN,1,0.316±0.0,0.327±0.0,0.192±0.0,0.012±0.0,0.042±0.0,0.038±0.0,0.066±0.0,0.001±0.0,0.006±0.0,0.001±0.0,255.3024087500595,-30.11147967317225
2CXO J170112.4-300657,AGN,AGN,1,0.316±0.0,0.327±0.0,0.192±0.0,0.012±0.0,0.042±0.0,0.038±0.0,0.066±0.0,0.001±0.0,0.006±0.0,0.001±0.0,255.30201415793888,-30.115909021482928
2CXO J170228.6-301217,Seyfert,Seyfert_1,1,0.0±0.0,0.0±0.0,0.992±0.0,0.001±0.0,0.007±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,255.61919616680075,-30.2049616035768
2CXO J203423.6+413007,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,308.5983388323392,41.50218152668331
2CXO J170237.2+335711,XB,HMXB,1,0.001±0.0,0.021±0.0,0.0±0.0,0.0±0.0,0.967±0.0,0.01±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,255.65534095851265,33.953307846761625
2CXO J170443.5+604452,AGN,QSO,1,0.97±0.0,0.003±0.0,0.017±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.009±0.0,0.0±0.0,0.0±0.0,256.18126635823523,60.74795418795052
2CXO J170813.7-251553,XB,HMXB,1,0.02±0.0,0.018±0.0,0.035±0.0,0.0±0.0,0.777±0.0,0.147±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,257.0571809170435,-25.26490532375348
2CXO J170802.5-250449,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.021±0.0,0.316±0.0,0.0±0.0,0.347±0.0,0.167±0.0,0.148±0.0,257.0106256104366,-25.0803980634378
2CXO J170745.2+783938,AGN,QSO,1,0.573±0.0,0.233±0.0,0.133±0.0,0.005±0.0,0.029±0.0,0.0±0.0,0.027±0.0,0.0±0.0,0.0±0.0,0.0±0.0,256.9386758454316,78.66064574124934
2CXO J170630.8-100330,XB,HMXB,1,0.0±0.0,0.021±0.0,0.0±0.0,0.13±0.0,0.467±0.0,0.358±0.0,0.022±0.0,0.0±0.0,0.002±0.0,0.0±0.0,256.6286324671028,-10.058548705765013
2CXO J170542.6-095552,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.998±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,256.4277495275975,-9.931295049336065
2CXO J203359.1+412054,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.794±0.0,0.009±0.0,0.196±0.0,308.4964149811806,41.34846415118333
2CXO J203359.5-594317,Seyfert,Seyfert_1,1,0.0±0.0,0.0±0.0,0.75±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.073±0.0,0.146±0.0,0.028±0.0,308.49803664855835,-59.72146632076686
2CXO J170454.7+604837,XB,HMXB,1,0.016±0.0,0.307±0.0,0.0±0.0,0.0±0.0,0.633±0.0,0.043±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,256.2279526684638,60.81047534318384
2CXO J170443.7+604448,Seyfert,Seyfert_1,1,0.325±0.0,0.02±0.0,0.556±0.0,0.097±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,256.18247466083983,60.74672452660366
2CXO J203407.1-355323,YSO,TTau*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.162±0.0,0.0±0.0,0.16±0.0,0.346±0.0,0.329±0.0,308.52976732405455,-35.889731663079374
2CXO J170244.5-484942,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.113±0.0,0.002±0.0,0.0±0.0,0.784±0.0,0.001±0.0,0.099±0.0,255.685664840272,-48.82840082821276
2CXO J170438.7+603654,AGN,QSO,1,0.748±0.0,0.101±0.0,0.114±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.037±0.0,256.1614744916395,60.61503555679206
2CXO J170422.8+514734,AGN,QSO,1,0.563±0.0,0.0±0.0,0.413±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.024±0.0,0.0±0.0,0.0±0.0,256.09524836333526,51.7930456855028
2CXO J170409.6+514710,AGN,QSO,1,0.729±0.0,0.271±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,256.04033643384105,51.7861121793922
2CXO J203422.1+411649,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,308.59240008790266,41.28038780992089
2CXO J170326.7+515726,Seyfert,Seyfert_1,1,0.29±0.0,0.254±0.0,0.452±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,255.861377106198,51.95730963436416
2CXO J170311.1+334955,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,255.79646002115192,33.83221284222686
2CXO J170310.4-483951,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.461±0.0,0.015±0.0,0.0±0.0,0.393±0.0,0.0±0.0,0.131±0.0,255.79354618152783,-48.66431506146157
2CXO J170259.5-485931,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,255.74830575569217,-48.99197250573434
2CXO J170258.6-300246,YSO,TTau*,1,0.082±0.0,0.011±0.0,0.058±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.848±0.0,0.0±0.0,255.74444892058364,-30.046341371860485
2CXO J170112.3-300705,AGN,AGN,1,0.316±0.0,0.327±0.0,0.192±0.0,0.012±0.0,0.042±0.0,0.038±0.0,0.066±0.0,0.001±0.0,0.006±0.0,0.001±0.0,255.3015745312798,-30.11818172353334
2CXO J170059.1-462128,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.039±0.0,0.0±0.0,0.465±0.0,0.016±0.0,0.481±0.0,255.2464523254613,-46.35802067875576
2CXO J165320.4+022626,AGN,AGN,1,0.001±0.0,0.426±0.0,0.138±0.0,0.0±0.0,0.1±0.0,0.329±0.0,0.005±0.0,0.0±0.0,0.001±0.0,0.0±0.0,253.33523517967296,2.4405724998471805
2CXO J170048.2-461444,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.501±0.0,0.499±0.0,0.0±0.0,255.20096458559703,-46.2458044666
2CXO J203451.3-354925,Seyfert,Seyfert_1,1,0.143±0.0,0.159±0.0,0.669±0.0,0.0±0.0,0.023±0.0,0.001±0.0,0.003±0.0,0.0±0.0,0.001±0.0,0.0±0.0,308.714120322987,-35.82365024592594
2CXO J165510.8-440103,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.08±0.0,0.0±0.0,0.356±0.0,0.035±0.0,0.528±0.0,253.79525773067667,-44.017549831192376
2CXO J165509.1-435848,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.616±0.0,0.27±0.0,0.114±0.0,253.7879569137804,-43.98009746395051
2CXO J165508.3-413715,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.619±0.0,0.0±0.0,0.0±0.0,0.005±0.0,0.067±0.0,0.308±0.0,253.78469927517267,-41.620929204798514
2CXO J165442.4-414959,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.696±0.0,0.122±0.0,0.182±0.0,253.67677440526631,-41.83306618342806
2CXO J165433.4-415630,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.039±0.0,0.0±0.0,0.0±0.0,0.567±0.0,0.076±0.0,0.317±0.0,253.6394327578309,-41.94183378447212
2CXO J165431.6-414034,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.202±0.0,0.376±0.0,0.421±0.0,253.63191539331729,-41.67612769800454
2CXO J165429.8-414228,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,253.6245525512918,-41.70789223972837
2CXO J203457.7+600948,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.012±0.0,0.0±0.0,0.0±0.0,0.756±0.0,0.086±0.0,0.146±0.0,308.74055565033746,60.163597874879166
2CXO J165424.8-415016,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.011±0.0,0.0±0.0,0.0±0.0,0.51±0.0,0.192±0.0,0.288±0.0,253.6036384203469,-41.83801110161059
2CXO J165422.5-414043,XB,HMXB,1,0.3±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.534±0.0,0.019±0.0,0.001±0.0,0.105±0.0,0.04±0.0,0.0±0.0,253.5940433431001,-41.67879785074568
2CXO J165407.9-440911,AGN,QSO,1,0.354±0.0,0.272±0.0,0.057±0.0,0.045±0.0,0.181±0.0,0.004±0.0,0.088±0.0,0.0±0.0,0.0±0.0,0.0±0.0,253.5332799204239,-44.15314948292591
2CXO J165402.0-415419,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.881±0.0,0.0±0.0,0.0±0.0,0.051±0.0,0.06±0.0,0.007±0.0,253.5083885691481,-41.905455700962285
2CXO J165359.0-020316,Seyfert,Seyfert_2,1,0.0±0.0,0.0±0.0,0.012±0.0,0.744±0.0,0.072±0.0,0.027±0.0,0.145±0.0,0.001±0.0,0.0±0.0,0.0±0.0,253.4959452988365,-2.0545024314959948
2CXO J165348.2-435805,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.776±0.0,0.001±0.0,0.002±0.0,0.045±0.0,0.002±0.0,0.173±0.0,253.45083526897807,-43.96820169941119
2CXO J165334.4-414423,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.997±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,253.3933874926023,-41.73993142998631
2CXO J203501.9+601003,XB,LMXB,1,0.0±0.0,0.005±0.0,0.003±0.0,0.1±0.0,0.054±0.0,0.798±0.0,0.04±0.0,0.0±0.0,0.0±0.0,0.0±0.0,308.7581665379812,60.167684608900416
2CXO J165332.0+022254,AGN,QSO,1,0.506±0.0,0.351±0.0,0.105±0.0,0.005±0.0,0.029±0.0,0.0±0.0,0.003±0.0,0.0±0.0,0.0±0.0,0.0±0.0,253.38334719881323,2.381670401932637
2CXO J165330.4+022426,AGN,AGN,1,0.163±0.0,0.685±0.0,0.021±0.0,0.0±0.0,0.078±0.0,0.022±0.0,0.03±0.0,0.0±0.0,0.0±0.0,0.0±0.0,253.3768824158874,2.4072621863167383
2CXO J165323.7+022624,AGN,QSO,1,0.723±0.0,0.234±0.0,0.002±0.0,0.0±0.0,0.039±0.0,0.0±0.0,0.003±0.0,0.0±0.0,0.0±0.0,0.0±0.0,253.34879339160105,2.4401350713397045
2CXO J165322.8+023330,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,253.3452337576825,2.558364056412154
2CXO J165522.9-414721,YSO,TTau*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.27±0.0,0.0±0.0,0.0±0.0,0.73±0.0,0.0±0.0,253.84577178386428,-41.78939371671929
2CXO J165551.9-495732,XB,LMXB,1,0.0±0.0,0.016±0.0,0.0±0.0,0.002±0.0,0.301±0.0,0.681±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,253.96643630145536,-49.95901239283678
2CXO J165649.7-423849,YSO,Orion_V*,1,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.998±0.0,254.20747907643204,-42.647044610400016
2CXO J165918.1-524319,AGN,AGN,1,0.004±0.0,0.67±0.0,0.001±0.0,0.307±0.0,0.006±0.0,0.013±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,254.8256092568016,-52.72202946473664
2CXO J203435.1+410721,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.196±0.0,0.0±0.0,0.614±0.0,0.022±0.0,0.168±0.0,308.6463834933446,41.12261918366946
2CXO J170041.8+641257,AGN,AGN,1,0.166±0.0,0.636±0.0,0.007±0.0,0.0±0.0,0.181±0.0,0.0±0.0,0.01±0.0,0.0±0.0,0.0±0.0,0.0±0.0,255.17418686830888,64.21604769742176
2CXO J203437.1-593438,AGN,AGN,1,0.103±0.0,0.82±0.0,0.004±0.0,0.0±0.0,0.039±0.0,0.031±0.0,0.001±0.0,0.001±0.0,0.0±0.0,0.0±0.0,308.65477271572377,-59.57734227779151
2CXO J170031.6-461510,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.008±0.0,0.004±0.0,0.01±0.0,0.553±0.0,0.314±0.0,0.11±0.0,255.13190394462333,-46.252893299081904
2CXO J170030.1-461509,XB,LMXB,1,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.28±0.0,0.676±0.0,0.0±0.0,0.01±0.0,0.001±0.0,0.031±0.0,255.12553173416245,-46.25252631290376
2CXO J203448.4+600811,XB,HMXB,1,0.0±0.0,0.003±0.0,0.0±0.0,0.002±0.0,0.558±0.0,0.011±0.0,0.002±0.0,0.356±0.0,0.025±0.0,0.043±0.0,308.7018995979952,60.13652479230786
2CXO J203448.7+600554,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,308.70333198333526,60.09858857422419
2CXO J203449.0+601217,XB,HMXB,1,0.0±0.0,0.003±0.0,0.0±0.0,0.0±0.0,0.92±0.0,0.01±0.0,0.058±0.0,0.005±0.0,0.002±0.0,0.002±0.0,308.7043952485092,60.20489493789327
2CXO J165953.8-462233,AGN,AGN,1,0.0±0.0,0.819±0.0,0.011±0.0,0.169±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,254.9742695433385,-46.37610775658324
2CXO J165909.6+205817,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,254.7900903928064,20.971473380178324
2CXO J203451.3+410930,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.127±0.0,0.0±0.0,0.0±0.0,0.47±0.0,0.0±0.0,0.404±0.0,308.713792794174,41.15837055510969
2CXO J165845.2-524645,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.999±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.0±0.0,254.6885032627668,-52.77934599872189
2CXO J203451.0+410923,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.127±0.0,0.0±0.0,0.0±0.0,0.47±0.0,0.0±0.0,0.404±0.0,308.7126900041575,41.15659488268564
2CXO J165816.7+280043,XB,HMXB,1,0.0±0.0,0.016±0.0,0.0±0.0,0.0±0.0,0.604±0.0,0.181±0.0,0.198±0.0,0.0±0.0,0.0±0.0,0.0±0.0,254.5696978751489,28.012059657078343
2CXO J165807.5+275849,Seyfert,Seyfert_2,1,0.001±0.0,0.115±0.0,0.002±0.0,0.446±0.0,0.143±0.0,0.232±0.0,0.057±0.0,0.002±0.0,0.001±0.0,0.0±0.0,254.53130311257496,27.980452137660382
2CXO J165801.2+274823,AGN,AGN,1,0.065±0.0,0.595±0.0,0.089±0.0,0.0±0.0,0.039±0.0,0.008±0.0,0.152±0.0,0.015±0.0,0.032±0.0,0.007±0.0,254.50513204501885,27.8064439885656
2CXO J165756.1+280258,XB,HMXB,1,0.0±0.0,0.006±0.0,0.073±0.0,0.111±0.0,0.673±0.0,0.01±0.0,0.03±0.0,0.0±0.0,0.093±0.0,0.003±0.0,254.48400477406145,28.049609087986987
2CXO J165747.4+351640,AGN,QSO,1,0.569±0.0,0.398±0.0,0.033±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,254.44759578667367,35.277932767301465
